Row_ID,Order_ID,Order_Date,Ship_Date,Customer_Name,Segment,City,Category,Product_Name,Sales,Quantity,Discount,Profit
79,ORD00079,06-05-2024,09-05-2024,Luke Walters,Home Office,Bangalore,Grocery,Half Grocery,9475.61,6,0.08,-1209.52
80,ORD00080,13-01-2026,16-01-2026,Adam Owens,Home Office,Mumbai,Beauty,Some Furniture,6839.65,6,0.11,1237.11
81,ORD00081,07-01-2026,13-01-2026,Stacy Burton,Consumer,Delhi,Furniture,Skin Grocery,413.94,4,0.46,37.83
82,ORD00082,10-08-2025,12-08-2025,Christy Schroeder,Home Office,Pune,Fashion,Science Fashion,2053.52,10,0.1,-322.52
83,ORD00083,18-04-2026,21-04-2026,Steve Bonilla,Home Office,Delhi,Fashion,The Grocery,7176.68,6,0.01,-997.57
84,ORD00084,31-12-2025,06-01-2026,Joshua Oconnor,Home Office,Bangalore,Electronics,Low Furniture,2262.48,3,0.46,736.9
85,ORD00085,09-07-2024,14-07-2024,Megan Cochran,Consumer,Pune,Furniture,Administration Electronics,7306.53,4,0.12,395.65
86,ORD00086,11-09-2025,15-09-2025,Alyssa Olson,Home Office,Mumbai,Electronics,Industry Fashion,7659.64,1,0.38,1400.14
87,ORD00087,02-02-2025,07-02-2025,Amy Hamilton,Consumer,Bangalore,Grocery,Ever Grocery,9035.37,1,0.02,3029.97
88,ORD00088,05-08-2024,08-08-2024,Phillip Jones,Consumer,Bangalore,Beauty,Drive Grocery,2693.92,10,0.17,253.66
89,ORD00089,15-03-2026,20-03-2026,Ian Schultz,Corporate,Pune,Beauty,Brother Electronics,3431.1,1,0.11,552.46
90,ORD00090,22-12-2024,25-12-2024,Shane Hansen,Consumer,Chennai,Beauty,Likely Beauty,2616.55,6,0.46,-388.95
91,ORD00091,10-05-2025,16-05-2025,Scott Ortega,Home Office,Chennai,Grocery,Church Beauty,1630.19,9,0.38,105.58
92,ORD00092,13-02-2026,19-02-2026,Diana Williams,Corporate,Pune,Fashion,Maintain Beauty,4381.53,1,0.08,337.3
93,ORD00093,30-08-2025,03-09-2025,Anthony Fleming,Corporate,Delhi,Beauty,Majority Beauty,1439.17,1,0.41,150.1
94,ORD00094,31-05-2025,06-06-2025,Chad Mcknight,Consumer,Pune,Grocery,Toward Furniture,4298.62,8,0.47,-309.66
95,ORD00095,08-04-2026,09-04-2026,Alicia Kent,Home Office,Hyderabad,Fashion,Her Fashion,6938.34,9,0.26,473.88
96,ORD00096,21-03-2026,26-03-2026,Randall Parker,Home Office,Pune,Beauty,At Furniture,8137.13,10,0.46,2546.27
97,ORD00097,03-06-2024,09-06-2024,Denise Smith,Home Office,Pune,Fashion,Specific Beauty,2255.95,1,0.01,-221.56
98,ORD00098,31-01-2026,05-02-2026,Sara Johnson,Home Office,Hyderabad,Electronics,Reason Fashion,9989.1,10,0.19,-1275.24
99,ORD00099,08-12-2024,11-12-2024,Diane Farmer,Home Office,Delhi,Beauty,Blue Grocery,5598.19,7,0.45,308.12
100,ORD00100,30-09-2024,06-10-2024,Jessica Monroe,Corporate,Pune,Furniture,Choose Furniture,7723.41,9,0.24,-1394.67
101,ORD00101,10-04-2025,17-04-2025,Emily Randall,Corporate,Hyderabad,Furniture,Draw Beauty,6377.49,8,0.31,1412.09
102,ORD00102,26-09-2025,02-10-2025,Anthony Newton,Home Office,Mumbai,Beauty,Wrong Grocery,5532.77,9,0.32,1722.79
103,ORD00103,10-06-2025,15-06-2025,Laura Stephenson,Corporate,Hyderabad,Fashion,Tell Beauty,6768.18,6,0.28,-883.94
104,ORD00104,19-11-2024,25-11-2024,Lisa Erickson,Home Office,Bangalore,Beauty,There Electronics,6113.29,4,0.16,408.91
105,ORD00105,26-12-2024,30-12-2024,Krystal Gamble,Corporate,Delhi,Electronics,Adult Beauty,9485.45,8,0.09,187.74
106,ORD00106,06-07-2024,13-07-2024,Alexis Rivera,Home Office,Mumbai,Fashion,Question Furniture,8241.83,5,0.37,1310.82
107,ORD00107,23-12-2024,30-12-2024,Joseph Bowman,Home Office,Bangalore,Grocery,Morning Beauty,6294.72,1,0.15,610.58
108,ORD00108,23-11-2024,30-11-2024,Michael Garcia,Consumer,Pune,Grocery,Picture Electronics,3688.03,1,0.17,-333.79
109,ORD00109,13-05-2025,14-05-2025,Tina Knight,Corporate,Bangalore,Fashion,East Electronics,9464.07,8,0.43,681.06
110,ORD00110,02-02-2025,08-02-2025,Danny Snyder,Home Office,Pune,Fashion,Arrive Electronics,1629.76,5,0.11,554.37
111,ORD00111,06-09-2025,11-09-2025,Stephanie Johnson,Consumer,Hyderabad,Electronics,Reduce Grocery,7861.41,1,0.19,1120.27
112,ORD00112,01-05-2026,08-05-2026,Tina Robinson,Consumer,Bangalore,Beauty,All Grocery,4433.46,9,0.45,1187.32
113,ORD00113,30-07-2024,02-08-2024,Karen Williams,Consumer,Bangalore,Electronics,Employee Electronics,4729.57,3,0.12,-301.03
114,ORD00114,18-01-2026,22-01-2026,Sarah Cooper,Consumer,Bangalore,Electronics,Summer Grocery,8161.86,5,0.06,2735.5
115,ORD00115,18-01-2025,22-01-2025,Marco Ortiz,Corporate,Pune,Electronics,Democratic Furniture,3161.94,8,0.18,168.93
116,ORD00116,08-02-2025,11-02-2025,Claire Franklin,Consumer,Chennai,Electronics,Minute Electronics,5613.57,5,0.3,-150.42
117,ORD00117,24-08-2025,27-08-2025,Joseph Mason,Corporate,Hyderabad,Furniture,International Furniture,9384.25,3,0.13,-1706.82
118,ORD00118,10-12-2025,15-12-2025,Katelyn Thompson,Consumer,Hyderabad,Electronics,Material Electronics,4926.25,4,0.39,1535.8
119,ORD00119,01-04-2025,03-04-2025,Karina Fox,Consumer,Hyderabad,Fashion,Thought Beauty,2857.42,9,0.14,372.01
120,ORD00120,15-06-2025,18-06-2025,Eric Lucas,Consumer,Pune,Electronics,Federal Beauty,7339.79,7,0.31,-41.19
121,ORD00121,26-02-2025,05-03-2025,Joseph Perez,Consumer,Pune,Furniture,Bed Furniture,8826.23,6,0.18,-949.73
122,ORD00122,13-10-2024,17-10-2024,Laura Cox,Corporate,Hyderabad,Fashion,Help Electronics,9523.1,2,0.28,247.42
123,ORD00123,02-06-2025,06-06-2025,Robert Pratt,Home Office,Delhi,Furniture,Performance Beauty,4483.92,1,0.09,375.6
124,ORD00124,19-12-2025,24-12-2025,Sandra Richards,Corporate,Chennai,Beauty,Institution Furniture,5525.73,1,0.48,1070.39
125,ORD00125,07-05-2024,13-05-2024,Emily Scott,Corporate,Delhi,Grocery,Site Grocery,3433.06,4,0.17,-606.19
126,ORD00126,26-07-2024,01-08-2024,Mrs. Julia Whitehead,Consumer,Delhi,Electronics,Store Fashion,6122.12,4,0.18,377.34
127,ORD00127,13-11-2024,17-11-2024,Tina White,Corporate,Hyderabad,Beauty,Quite Furniture,7615.38,4,0.04,1835.48
128,ORD00128,17-04-2025,19-04-2025,Melissa Ho,Home Office,Pune,Beauty,Act Electronics,2801.17,4,0.21,-163.05
129,ORD00129,18-01-2025,21-01-2025,Troy Tanner,Home Office,Chennai,Beauty,Citizen Beauty,2656.02,6,0.04,263.15
130,ORD00130,16-07-2024,17-07-2024,Katrina Jones,Corporate,Delhi,Fashion,Law Fashion,3888.38,10,0.4,496.53
131,ORD00131,25-07-2025,29-07-2025,Robert Lee,Corporate,Delhi,Electronics,Girl Electronics,1529.69,9,0.3,-209.04
132,ORD00132,21-07-2025,27-07-2025,Julie Mejia,Consumer,Chennai,Beauty,Skin Beauty,9021.56,5,0.14,377.17
133,ORD00133,22-09-2024,26-09-2024,Joshua Shaw,Home Office,Bangalore,Grocery,Tell Furniture,6339.69,5,0.37,966.17
134,ORD00134,19-01-2026,20-01-2026,Jason Roberson,Corporate,Delhi,Electronics,Somebody Beauty,804.93,8,0.05,194.69
135,ORD00135,14-04-2026,18-04-2026,David Fuller,Consumer,Pune,Beauty,Yourself Fashion,3425.43,2,0.2,676.15
136,ORD00136,18-10-2025,22-10-2025,Yolanda House,Consumer,Pune,Furniture,Office Furniture,9652.94,9,0.46,2163.23
137,ORD00137,25-02-2026,01-03-2026,John Jones,Corporate,Hyderabad,Furniture,Firm Beauty,4301.12,10,0.48,1408.8
138,ORD00138,13-03-2026,14-03-2026,Joseph Long,Corporate,Chennai,Grocery,Poor Fashion,9905.64,5,0.09,942.27
139,ORD00139,17-02-2025,22-02-2025,Karen Moore,Consumer,Delhi,Furniture,If Grocery,8161.85,9,0.42,-1416.62
140,ORD00140,24-03-2025,25-03-2025,Christine Garcia,Consumer,Delhi,Beauty,History Furniture,2205.31,2,0.25,485.84
141,ORD00141,08-09-2025,11-09-2025,Joseph May,Corporate,Bangalore,Grocery,Apply Fashion,3580.25,6,0.13,-430.25
142,ORD00142,25-09-2024,02-10-2024,Julie Miller,Corporate,Bangalore,Furniture,Yard Furniture,7733.78,6,0.22,-118.93
143,ORD00143,29-08-2025,05-09-2025,Rachel Anderson,Home Office,Chennai,Grocery,Character Electronics,8214.78,5,0.49,-672.1
144,ORD00144,14-06-2025,17-06-2025,Laurie Hernandez,Home Office,Hyderabad,Furniture,Center Fashion,5467.21,1,0.25,1205.46
145,ORD00145,01-02-2026,08-02-2026,Jennifer Robertson,Consumer,Delhi,Beauty,Else Beauty,9106.36,6,0.44,985.43
146,ORD00146,30-07-2025,31-07-2025,Christina Adams,Home Office,Mumbai,Electronics,Article Beauty,3493.21,4,0.31,1141.38
147,ORD00147,09-11-2024,10-11-2024,Cynthia Mclaughlin,Home Office,Pune,Beauty,Day Grocery,6362.38,9,0.07,-45.62
148,ORD00148,24-09-2024,25-09-2024,Brandon Ray,Corporate,Hyderabad,Beauty,Challenge Fashion,9631.28,10,0.48,-530.14
149,ORD00149,22-10-2025,29-10-2025,Justin Boyd,Consumer,Delhi,Furniture,Congress Grocery,7445.5,8,0.16,-10.64
150,ORD00150,13-12-2025,19-12-2025,Antonio Solis,Corporate,Chennai,Fashion,Wish Furniture,6875.09,9,0.21,1175.03
151,ORD00151,05-10-2025,10-10-2025,Brendan Duncan,Home Office,Mumbai,Electronics,Middle Grocery,8196.72,9,0.18,1839.36
152,ORD00152,09-07-2024,16-07-2024,Shannon Alvarez,Home Office,Pune,Furniture,Yeah Furniture,2936.91,3,0.12,434.28
153,ORD00153,02-05-2026,09-05-2026,Sherry Johnson,Corporate,Pune,Beauty,Factor Grocery,1074.23,1,0.3,200.22
154,ORD00154,10-08-2024,14-08-2024,Jamie Torres,Home Office,Delhi,Fashion,Technology Electronics,6567.72,6,0.18,1484.78
155,ORD00155,06-11-2024,08-11-2024,Charlene Smith,Consumer,Bangalore,Electronics,College Electronics,566.95,4,0.18,-109.01
156,ORD00156,16-08-2024,18-08-2024,Taylor Alexander,Home Office,Mumbai,Electronics,Range Electronics,9733.83,10,0.34,-847.13
157,ORD00157,10-04-2026,17-04-2026,David Lang,Corporate,Bangalore,Electronics,Base Grocery,854.16,8,0.34,80.7
158,ORD00158,12-02-2026,13-02-2026,April Robinson,Consumer,Hyderabad,Electronics,Suddenly Fashion,9307.02,5,0.27,1088.13
159,ORD00159,07-06-2025,11-06-2025,Cynthia Navarro,Consumer,Delhi,Furniture,Position Furniture,8320.7,6,0.15,-1569.72
160,ORD00160,19-12-2025,20-12-2025,David Hernandez,Consumer,Delhi,Furniture,Too Furniture,4994.56,7,0.15,-736.09
161,ORD00161,16-04-2026,23-04-2026,Mrs. Carla Wright,Corporate,Mumbai,Fashion,Arm Furniture,8739.58,8,0.26,-864.57
162,ORD00162,29-04-2025,06-05-2025,Bryan Summers,Consumer,Chennai,Grocery,In Furniture,5085.15,9,0.25,-211.08
163,ORD00163,19-07-2024,25-07-2024,Amanda Smith,Corporate,Hyderabad,Grocery,Sense Furniture,8241.95,10,0.42,2476.48
164,ORD00164,24-11-2024,29-11-2024,Rodney Thomas,Corporate,Chennai,Fashion,Start Electronics,9719.11,6,0.46,-274.81
165,ORD00165,15-12-2025,17-12-2025,April Brown,Corporate,Chennai,Grocery,Low Beauty,6756.47,9,0.29,596.25
166,ORD00166,02-02-2025,04-02-2025,Robert Chen,Corporate,Delhi,Furniture,Section Grocery,2818.62,8,0.32,927.46
167,ORD00167,07-07-2025,09-07-2025,Shawn Anderson,Corporate,Pune,Beauty,Own Grocery,9845.47,9,0.42,-1813.61
168,ORD00168,09-10-2025,10-10-2025,Tanya Taylor,Home Office,Hyderabad,Fashion,Would Furniture,4029.52,2,0.12,-569.62
169,ORD00169,16-06-2024,19-06-2024,Anna Good,Home Office,Hyderabad,Grocery,Cut Beauty,4593.32,7,0.04,-316.88
170,ORD00170,14-04-2025,20-04-2025,Joseph Romero,Home Office,Mumbai,Fashion,Police Beauty,2770.06,3,0.27,-122.2
171,ORD00171,06-06-2025,13-06-2025,Michael Lee,Home Office,Delhi,Electronics,Surface Furniture,6101.65,8,0.23,-459.87
172,ORD00172,16-05-2024,20-05-2024,Eric Snyder,Home Office,Hyderabad,Fashion,Win Furniture,4269.13,9,0.07,1127.2
173,ORD00173,19-04-2026,26-04-2026,Mark Sparks,Consumer,Bangalore,Furniture,Easy Fashion,513.85,8,0.15,-20.86
174,ORD00174,13-04-2026,14-04-2026,Michael Williams,Home Office,Delhi,Grocery,Individual Furniture,4911.83,10,0.21,546.75
175,ORD00175,14-06-2024,20-06-2024,David Wise,Corporate,Hyderabad,Beauty,Road Furniture,1203.84,2,0.23,-119.44
176,ORD00176,05-04-2025,08-04-2025,Robert Garcia,Home Office,Chennai,Beauty,Whose Beauty,5447.32,9,0.17,-853.06
177,ORD00177,22-05-2025,23-05-2025,Terri Snyder,Consumer,Chennai,Furniture,Office Furniture,289.58,3,0.06,59.35
178,ORD00178,05-11-2025,09-11-2025,Gregory Young,Home Office,Delhi,Electronics,Father Grocery,9492.85,5,0.27,452.34
179,ORD00179,08-06-2024,11-06-2024,Amanda Cruz,Home Office,Chennai,Grocery,She Beauty,3608.83,4,0.22,1151.43
180,ORD00180,19-09-2024,26-09-2024,Amanda Bush,Corporate,Bangalore,Fashion,Relate Electronics,9222.43,9,0.31,991.08
181,ORD00181,14-12-2025,18-12-2025,Jennifer Fuentes,Home Office,Bangalore,Fashion,Real Grocery,4770.71,9,0.43,968.76
182,ORD00182,01-08-2025,06-08-2025,Rachel Hernandez,Home Office,Mumbai,Beauty,Force Electronics,3364.89,10,0.4,286.98
183,ORD00183,14-10-2024,15-10-2024,Jesus Thompson,Home Office,Delhi,Grocery,Happy Grocery,2221.14,4,0.01,603.85
184,ORD00184,11-05-2025,15-05-2025,Joyce Cline,Corporate,Chennai,Beauty,Raise Furniture,8085.71,6,0.04,-817.94
185,ORD00185,22-09-2024,23-09-2024,Diane Morales,Consumer,Mumbai,Electronics,Discussion Beauty,8140.47,3,0.38,1166.42
186,ORD00186,09-05-2025,16-05-2025,Jennifer Walker MD,Home Office,Delhi,Grocery,Personal Beauty,6407.68,6,0.37,1436.72
187,ORD00187,15-06-2025,22-06-2025,Nicole Parker,Consumer,Mumbai,Electronics,Line Furniture,5009.81,4,0.23,1248.73
188,ORD00188,15-08-2025,22-08-2025,Keith Hall,Corporate,Hyderabad,Furniture,While Furniture,2914.22,2,0.35,-350.23
189,ORD00189,04-04-2025,08-04-2025,Kara King,Consumer,Mumbai,Beauty,Agree Fashion,9649.25,5,0.06,2604.96
190,ORD00190,11-11-2025,15-11-2025,Dawn Brown,Corporate,Mumbai,Furniture,Save Grocery,9364.37,6,0.03,1396.59
191,ORD00191,07-04-2026,10-04-2026,Nancy Mathews,Consumer,Mumbai,Grocery,True Grocery,6970.46,7,0.35,-409.12
192,ORD00192,15-03-2025,21-03-2025,Jennifer Munoz,Consumer,Pune,Electronics,Environment Electronics,9860.33,8,0.05,1916.67
193,ORD00193,29-04-2026,03-05-2026,Miguel Valencia,Corporate,Delhi,Furniture,Over Fashion,5826.61,4,0.12,-95.85
194,ORD00194,06-01-2025,09-01-2025,Mrs. Ashley Williams MD,Home Office,Hyderabad,Fashion,Store Fashion,2926.69,1,0.02,-473.87
195,ORD00195,01-02-2025,05-02-2025,Christopher Price,Corporate,Hyderabad,Grocery,Language Electronics,119.99,10,0.42,-0.59
196,ORD00196,03-07-2024,07-07-2024,Melissa Harris,Consumer,Pune,Beauty,Smile Fashion,2578.17,7,0.41,557.35
197,ORD00197,08-05-2024,14-05-2024,Samuel Fernandez,Corporate,Hyderabad,Beauty,Community Fashion,9536.72,3,0.06,147.94
198,ORD00198,18-05-2024,21-05-2024,Ashley Day,Consumer,Hyderabad,Fashion,Project Beauty,4696.72,4,0.1,-188.15
199,ORD00199,26-01-2026,01-02-2026,John Mercado,Corporate,Pune,Electronics,Must Fashion,6684.58,10,0.1,-814.69
200,ORD00200,21-04-2025,22-04-2025,Leonard Martin,Corporate,Hyderabad,Electronics,Which Beauty,9177.98,10,0.26,594.2
201,ORD00201,02-06-2025,06-06-2025,Ryan Vance,Consumer,Bangalore,Beauty,Her Electronics,1174.51,1,0.31,60.09
